School Code,School Name,Physical Address,Physical City,Physical State,Physical Zipcode,Phone,Lowest Grade,Highest Grade,School Type,District Code,District Name,District Size,District Setting
1056,BROMWELL ELEMENTARY SCHOOL,2500 EAST 4TH AVENUE,DENVER,CO,80206,7204249330,1/2 Day Kindergarten,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1076,BROWN INTERNATIONAL ACADEMY,2550 LOWELL BLVD,DENVER,CO,80211,7204249250,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1106,BRYANT WEBSTER DUAL LANGUAGE ECE-8 SCHOOL,3635 QUIVAS ST,DENVER,CO,80211,7204249170,Preschool,8th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1295,COLLEGIATE PREPARATORY ACADEMY,5290 KITTREDGE STREET,DENVER,CO,80239,7204230850,9th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1319,CEC MIDDLE COLLEGE OF DENVER,2650 ELIOT STREET,DENVER,CO,80211,7204236600,9th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1324,CARSON ELEMENTARY SCHOOL,5420 EAST 1ST AVENUE,DENVER,CO,80220,7204249090,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1345,CESAR CHAVEZ ACADEMY DENVER,3752 TENNYSON STREET,DENVER,CO,80212,3034550848,1/2 Day Kindergarten,8th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1400,CENTENNIAL A SCHOOL FOR EXPEDITIONARY LEARNING,4665 RALEIGH STREET,DENVER,CO,80212,7204248900,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1489,COMPASSION ROAD ACADEMY,1000 CHEROKEE STREET,DENVER,CO,80204,7204242200,9th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1528,CHELTENHAM ELEMENTARY SCHOOL,1580 JULIAN STREET,DENVER,CO,80204,7204248810,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1748,COLORADO HIGH SCHOOL CHARTER,1175 OSAGE STREET #100,DENVER,CO,80204,3038928475,9th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1774,COLFAX ELEMENTARY SCHOOL,1526 TENNYSON STREET,DENVER,CO,80204,7204248740,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1785,COLE ARTS AND SCIENCE ACADEMY,3240 HUMBOLDT STREET,DENVER,CO,80205,7204239120,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1788,COLLEGE VIEW ELEMENTARY SCHOOL,2675 SOUTH DECATUR STREET,DENVER,CO,80219,7204248660,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1816,COLUMBIAN ELEMENTARY SCHOOL,2925 WEST 40TH AVENUE,DENVER,CO,80211,7204248580,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1846,COLUMBINE ELEMENTARY SCHOOL,2540 EAST 29TH AVE,DENVER,CO,80205,7204248510,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1866,ACE COMMUNITY CHALLENGE SCHOOL,948 SANTA FE DRIVE,DENVER,CO,80204,3034369588,8th Grade,10th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1908,CORY ELEMENTARY SCHOOL,1550 SOUTH STEELE STREET,DENVER,CO,80210,7204248380,1st Grade,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1928,COWELL ELEMENTARY SCHOOL,4540 WEST 10TH AVENUE,DENVER,CO,80204,7204248300,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2027,POLARIS AT EBERT ELEMENTARY SCHOOL,410 PARK AVENUE WEST,DENVER,CO,80205,7204247860,1/2 Day Kindergarten,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2115,DSST: STAPLETON MIDDLE SCHOOL,2000 VALENTIA STREET,DENVER,CO,80238,3033205570,6th Grade,8th Grade,Middle ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2125,DENVER GREEN SCHOOL,6700 EAST VIRGINIA AVENUE,DENVER,CO,80224,7204247480,Preschool,8th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2127,DENVER LANGUAGE SCHOOL,451 NEWPORT STREET,DENVER,CO,80220,3035570852,1/2 Day Kindergarten,6th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2129,DENVER CENTER FOR INTERNATIONAL STUDIES AT FAIRMONT,520 WEST 3RD AVENUE,DENVER,CO,80223,7204247620,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2145,DSST: GREEN VALLEY RANCH HIGH SCHOOL,4800 TELLURIDE STREET #2,DENVER,CO,80249,3035246300,9th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2167,DENVER PUBLIC MONTESSORI JUNIOR/SENIOR HIGH SCHOOL,2949 CALIFORNIA STREET,DENVER,CO,80205,7204242600,6th Grade,8th Grade,Middle ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2174,DENISON MONTESSORI SCHOOL,1821 SOUTH YATES STREET,DENVER,CO,80219,7204248080,Preschool,6th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2175,DSST: COLE HIGH SCHOOL,3240 HUMBOLDT STREET,DENVER,CO,80205,7205246354,9th Grade,9th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2181,DSST: GREEN VALLEY RANCH MIDDLE SCHOOL,4800 TELLURIDE STREET BUILDING 3,DENVER,CO,80249,3035246300,6th Grade,8th Grade,Middle ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2183,DENVER CENTER FOR INTERNATIONAL STUDIES,574 WEST 6TH AVE,DENVER,CO,80204,7204239000,6th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2184,DENVER SCHOOL OF THE ARTS,7111 MONTVIEW BLVD,DENVER,CO,80220,7204241700,6th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2185,DSST: STAPLETON HIGH SCHOOL,2000 VALENTIA STREET,DENVER,CO,80238,3033205570,9th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2186,DSST: BYERS MIDDLE SCHOOL,150 S. Pearl St.,DENVER,CO,80209,3035246350,6th Grade,8th Grade,Middle ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2188,DENVER CENTER FOR 21ST LEARNING AT WYMAN,1690 WILLIAMS STREET,DENVER,CO,80218,7204242980,6th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2205,DCIS AT FORD,14500 MAXWELL PLACE,DENVER,CO,80239,7204247300,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2207,DOWNTOWN DENVER EXPEDITIONARY SCHOOL,1860 Lincoln St,DENVER,CO,80203,7204242350,1/2 Day Kindergarten,3rd Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2209,DCIS AT MONTBELLO,5000 CROWN BLVD,DENVER,CO,80239,7204235900,6th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2218,DSST: CONSERVATORY GREEN MIDDLE SCHOOL,8499 EAST STOLL PLACE,DENVER,CO,80238,3038024120,6th Grade,6th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2223,DSST: COLE MIDDLE SCHOOL,1350 E. 3rd Ave,DENVER,CO,80205,3035246354,6th Grade,8th Grade,Middle ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2227,DENVER DISCOVERY SCHOOL,3480 SYRACUSE STREET,DENVER,CO,80238,7204244840,6th Grade,6th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2258,DOULL ELEMENTARY SCHOOL,2520 SOUTH UTICA STREET,DENVER,CO,80219,7204248000,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2349,ESCALANTE-BIGGS ACADEMY,5300 CROWN BLVD,DENVER,CO,80239,7204244620,Preschool,Full Day Kindergarten,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2364,EAGLETON ELEMENTARY SCHOOL,880 HOOKER STREET,DENVER,CO,80204,7204247930,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2398,EAST HIGH SCHOOL,1600 CITY PARK ESPLANADE,DENVER,CO,80206,7204238300,9th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2506,EDISON ELEMENTARY SCHOOL,3350 QUITMAN STREET,DENVER,CO,80212,7204247780,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2641,EXCEL ACADEMY,3111 W Dartmouth Ave,DENVER,CO,80219,7204242250,9th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2652,ELLIS ELEMENTARY SCHOOL,1651 SOUTH DAHLIA STREET,DENVER,CO,80222,7204247700,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2726,EMILY GRIFFITH TECHNICAL COLLEGE,1860 Lincoln St.,DENVER,CO,80203,7204234700,9th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2755,VENTURE PREP HIGH SCHOOL,2540 HOLLY STREET,DENVER,CO,80207,3038930805,9th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2757,HIGH TECH EARLY COLLEGE,11200 E 45TH AVE,DENVER,CO,80239,7204242450,9th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2789,ESCUELA TLATELOLCO SCHOOL,2949 NORTH FEDERAL BOULEVARD,DENVER,CO,80211,3039648993,1/2 Day Kindergarten,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2880,FAIRVIEW ELEMENTARY SCHOOL,2715 WEST 11TH AVENUE,DENVER,CO,80204,7204247540,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3000,FLORENCE CRITTENTON HIGH SCHOOL,96 SOUTH ZUNI,DENVER,CO,80223,3037337686,9th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3032,FORCE ELEMENTARY SCHOOL,1550 SOUTH WOLFF STREET,DENVER,CO,80219,7204247400,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3296,GARDEN PLACE ELEMENTARY SCHOOL,4425 LINCOLN STREET,DENVER,CO,80216,7204247220,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3340,LENA ARCHULETA ELEMENTARY SCHOOL,16000 MAXWELL PLACE,DENVER,CO,80239,7204249888,1/2 Day Kindergarten,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3378,GEORGE WASHINGTON HIGH SCHOOL,655 SOUTH MONACO PKWY,DENVER,CO,80224,7204238600,9th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3426,GILPIN MONTESSORI PUBLIC SCHOOL,2949 CALIFORNIA STREET,DENVER,CO,80205,7204247140,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3478,GODSMAN ELEMENTARY SCHOOL,2120 WEST ARKANSAS AVENUE,DENVER,CO,80223,7204247060,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3512,GOLDRICK ELEMENTARY SCHOOL,1050 SOUTH ZUNI STREET,DENVER,CO,80223,7204246980,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3540,GIRLS ATHLETIC LEADERSHIP SCHOOL HIGH SCHOOL,750 GALAPAGO STREET,DENVER,CO,80204,3032826437,9th Grade,9th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3600,GRANT BEACON MIDDLE SCHOOL,1751 SOUTH WASHINGTON STREET,DENVER,CO,80210,7204239360,6th Grade,8th Grade,Middle ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3605,GRANT RANCH ECE-8 SCHOOL,5400 SOUTH JAY CIRCLE,DENVER,CO,80123,7204246880,Preschool,8th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3639,GIRLS ATHLETIC LEADERSHIP SCHOOL MIDDLE SCHOOL,750 Galapago St.,DENVER,CO,80204,3032826437,6th Grade,8th Grade,Middle ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3641,GREEN VALLEY ELEMENTARY SCHOOL,4100 JERICHO ST,DENVER,CO,80249,7204246710,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3647,MARIE L. GREENWOOD ACADEMY,5130 DURHAM COURT,DENVER,CO,80239,7204246630,1st Grade,8th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3655,GREENLEE ELEMENTARY SCHOOL,1150 LIPAN STREET,DENVER,CO,80204,7204246800,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3698,CREATIVE CHALLENGE COMMUNITY,1551 S.  MONROE ST,DENVER,CO,80210,7204240630,1/2 Day Kindergarten,4th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3704,GUST ELEMENTARY SCHOOL,3440 WEST YALE AVENUE,DENVER,CO,80219,7204246560,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3746,HAMILTON MIDDLE SCHOOL,8600 EAST DARTMOUTH AVENUE,DENVER,CO,80231,7204239500,6th Grade,8th Grade,Middle ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3778,HARRINGTON ELEMENTARY SCHOOL,2401 EAST 37TH AVENUE,DENVER,CO,80205,7204246420,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3987,HIGHLINE ACADEMY CHARTER SCHOOL,2170 SOUTH DAHLIA STREET,DENVER,CO,80222,3037597808,1/2 Day Kindergarten,8th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3990,HILL CAMPUS OF ARTS AND SCIENCES,451 CLERMONT STREET,DENVER,CO,80220,7204239680,6th Grade,8th Grade,Middle ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3991,HIGH TECH ELEMENTARY SCHOOL,8499 E Stoll Place,DENVER,CO,80238,7204242105,Preschool,2nd Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
4049,HIGHLINE ACADEMY NORTHEAST,19451 EAST MAXWELL PLACE,DENVER,CO,80249,7204855172,Preschool,1st Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
4074,HOLM ELEMENTARY SCHOOL,3185 SOUTH WILLOW COURT,DENVER,CO,80231,7204246350,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
4140,FARRELL B. HOWELL ECE-8 SCHOOL,14250 EAST ALBROOK DRIVE,DENVER,CO,80239,7204242740,Preschool,8th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
4213,ISABELLA BIRD COMMUNITY SCHOOL,2701 N. Lima St.,DENVER,CO,80238,7204239900,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
4381,DSST: COLLEGE VIEW MIDDLE SCHOOL,3111 W Dartmouth Ave,DENVER,CO,80236,3035246320,6th Grade,8th Grade,Middle ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
4444,JOHN F KENNEDY HIGH SCHOOL,2855 SOUTH LAMAR STREET,DENVER,CO,80227,7204234300,9th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
4450,JOHNSON ELEMENTARY SCHOOL,1850 SOUTH IRVING STREET,DENVER,CO,80219,7204246290,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
4494,JUSTICE HIGH SCHOOL DENVER,300 E. 9th Ave.,DENVER,CO,80203,3034805610,9th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
4498,KAISER ELEMENTARY SCHOOL,4500 SOUTH QUITMAN STREET,DENVER,CO,80236,7204246210,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
4507,KIPP MONTBELLO COLLEGE PREP,5290 KITTREDGE STREET,DENVER,CO,80239,3033071970,5th Grade,8th Grade,Middle ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
4656,KEPNER MIDDLE SCHOOL,911 SOUTH HAZEL COURT,DENVER,CO,80219,7204240000,6th Grade,8th Grade,Middle ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
4730,KIPP DENVER COLLEGIATE HIGH SCHOOL,451 SOUTH TEJON STREET,DENVER,CO,80223,3039225324,9th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
4732,KIPP SUNSHINE PEAK ACADEMY,375 S TEJON STREET,DENVER,CO,80223,3036235772,5th Grade,8th Grade,Middle ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
4762,KNAPP ELEMENTARY SCHOOL,500 SOUTH UTICA STREET,DENVER,CO,80219,7204246130,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
4782,HALLETT FUNDAMENTAL ACADEMY,2950 JASMINE STREET,DENVER,CO,80207,7204246070,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
4795,KUNSMILLER CREATIVE ARTS ACADEMY,2250 SOUTH QUITMAN WAY,DENVER,CO,80219,7204240200,1/2 Day Kindergarten,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5158,LINCOLN ELEMENTARY SCHOOL,710 SOUTH PENNSYLVANIA STREET,DENVER,CO,80209,7204245990,Preschool,6th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5255,LAKE INTERNATIONAL SCHOOL,1820 LOWELL BLVD,DENVER,CO,80204,7204240260,6th Grade,8th Grade,Middle ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5342,LOWRY ELEMENTARY SCHOOL,8001 EAST CEDAR AVENUE,DENVER,CO,80230,7204245910,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5448,MANUAL HIGH SCHOOL,1700 EAST 28TH AVENUE,DENVER,CO,80205,7204236300,9th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5578,MARRAMA ELEMENTARY SCHOOL,19100 EAST 40TH AVENUE,DENVER,CO,80249,7204245820,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5605,MARTIN LUTHER KING JR. EARLY COLLEGE,19535 EAST 46TH AVENUE,DENVER,CO,80249,7204240420,6th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5608,MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,451 SOUTH TEJON STREET,DENVER,CO,80223,7204241310,1/2 Day Kindergarten,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5621,MONARCH MONTESSORI,4895 PEORIA STREET,DENVER,CO,80239,3037122001,1/2 Day Kindergarten,4th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5644,MAXWELL ELEMENTARY SCHOOL,14390 EAST BOLLING DRIVE,DENVER,CO,80239,7204245740,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5685,MCGLONE ELEMENTARY SCHOOL,4500 CROWN BOULEVARD,DENVER,CO,80239,7204245660,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5702,MC KINLEY-THATCHER ELEMENTARY SCHOOL,1230 SOUTH GRANT STREET,DENVER,CO,80210,7204245600,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5716,MC MEEN ELEMENTARY SCHOOL,1000 SOUTH HOLLY STREET,DENVER,CO,80246,7204245520,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5826,MERRILL MIDDLE SCHOOL,1551 SOUTH MONROE STREET,DENVER,CO,80210,7204240600,6th Grade,8th Grade,Middle ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5844,CONTEMPORARY LEARNING ACADEMY,200 E. 9th Ave.,DENVER,CO,80203,7204236900,6th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5897,MCAULIFFE INTERNATIONAL SCHOOL,2540 Holly St,DENVER,CO,80207,7204241540,6th Grade,8th Grade,Middle ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6002,MONTCLAIR ELEMENTARY SCHOOL,1151 NEWPORT STREET,DENVER,CO,80220,7204245380,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6088,DORA MOORE ECE-8 SCHOOL,846 CORONA STREET,DENVER,CO,80218,7204245300,Preschool,8th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6098,MOREY MIDDLE SCHOOL,840 EAST 14TH AVENUE,DENVER,CO,80218,7204240700,6th Grade,8th Grade,Middle ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6188,MUNROE ELEMENTARY SCHOOL,3440 WEST VIRGINIA AVENUE,DENVER,CO,80219,7204245230,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6239,NOEL COMMUNITY ARTS SCHOOL,5000 Crown Boulevard,DENVER,CO,80239,7204235840,6th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6254,NEWLON ELEMENTARY SCHOOL,361 VRAIN STREET,DENVER,CO,80219,7204245150,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6308,NORTH HIGH SCHOOL ENGAGEMENT CENTER,2960 SPEER BLVD,DENVER,CO,80211,7204232709,9th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6314,NORTH HIGH SCHOOL,2960 NORTH SPEER BOULEVARD,DENVER,CO,80211,7204232700,9th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6350,BRUCE RANDOLPH SCHOOL,3955 STEELE STREET,DENVER,CO,80205,7204241080,6th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6397,ACADEMIA ANA MARIE SANDOVAL,3655 WYANDOT STREET,DENVER,CO,80211,7204244370,Preschool,6th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6479,THE ODYSSEY SCHOOL,6550 EAST 21ST AVENUE,DENVER,CO,80207,3033163944,1/2 Day Kindergarten,8th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6508,OMAR D BLAIR CHARTER SCHOOL,4905 CATHAY STREET,DENVER,CO,80249,3033719570,1/2 Day Kindergarten,8th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6509,DENVER ONLINE HIGH SCHOOL,4250 Shoshone St,DENVER,CO,80211,7204248281,9th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6676,PALMER ELEMENTARY SCHOOL,995 GRAPE STREET,DENVER,CO,80220,7204245000,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6754,PARK HILL SCHOOL,5050 EAST 19TH AVENUE,DENVER,CO,80220,7204244910,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6957,PIONEER CHARTER SCHOOL,3230 EAST 38TH AVENUE,DENVER,CO,80205,3033298412,Preschool,8th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6970,FLORIDA PITT-WALLER ECE-8 SCHOOL,21601 EAST 51ST PLACE,DENVER,CO,80249,7204242840,Preschool,8th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7045,PLACE BRIDGE ACADEMY,7125 CHERRY CREEK DRIVE NORTH,DENVER,CO,80224,7204240960,Preschool,8th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7163,P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),2727 COLUMBINE STREET,DENVER,CO,80205,7204248451,6th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7188,P.U.S.H. ACADEMY,4501 Airport Way,DENVER,CO,80239,7204237200,9th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7192,PASCUAL LEDOUX ACADEMY,1055 SOUTH HAZEL COURT,DENVER,CO,80219,7204239240,Preschool,Preschool,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7241,ROCKY MOUNTAIN PREP,7808 CHERRY CREEK SOUTH DR,DENVER,CO,80236,7208638920,Preschool,3rd Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7246,RESPECT ACADEMY AT LINCOLN,2285 SOUTH FEDERAL BLVD,DENVER,CO,80219,7204235203,9th Grade,12th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7554,SABIN WORLD SCHOOL,3050 SOUTH VRAIN STREET,DENVER,CO,80236,7204244520,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7578,SAMUELS ELEMENTARY SCHOOL,3985 SOUTH VINCENNES COURT,DENVER,CO,80237,7204244450,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7694,CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,1300 SOUTH LOWELL BOULEVARD,DENVER,CO,80219,3039354606,1/2 Day Kindergarten,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7698,SCHMITT ELEMENTARY SCHOOL,1820 SOUTH VALLEJO STREET,DENVER,CO,80223,7204244230,Preschool,5th Grade,Elementary  ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7861,SIMS FAYOLA INTERNATIONAL ACADEMY DENVER,6850 N. ARGONNE ST,DENVER,CO,80249,3033754911,6th Grade,11th Grade,High,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7942,SKINNER MIDDLE SCHOOL,3435 WEST 40TH AVENUE,DENVER,CO,80211,7204241420,6th Grade,8th Grade,Middle ,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
